college,channelId,videoId,title,publishedAt,score,matched_priority,kw_hits,matched_exclude,reason
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,RddK9gTemc0,2025 HCC Foundation Gala: Where Dreams Take Flight,2025-06-03T19:13:14+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,TBzp0FN4n_k,2025 Greater Houston Partnership State of Education,2025-06-03T19:02:05+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,0rfqeOeNQmE,Grow your future with the HCC/SHSU Agricultural Sciences Academy  #houstoncommunitycollege #shorts,2025-06-03T18:33:59+00:00,-5,False,0,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,iaQtm19gckI,"HCCTV Up To The Minute: June 2, 2025",2025-06-03T03:32:42+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,RX7vLiqBCyI,Third annual Workforce Development Symposium and Job Fair set for June 20  #houstoncommunitycollege,2025-06-02T18:51:13+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,E1JHCOJ_DSE,ESL Phrase of the Week: Believe/Believe In #houstoncommunitycollege #shorts #esl,2025-06-02T14:00:17+00:00,-5,False,0,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,q0wHO81A-Oc,ESL Phrase of the Week: Believe/Believe In,2025-06-02T11:01:19+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,_YXXViDVXwg,"HCCTV Up To The Minute: May 30, 2025",2025-05-31T03:30:30+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,469gYV-LTUA,Bachelor Grads Messages,2025-05-30T20:02:15+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,w5NKuPuCWc0,Meet HCC Professor of Economics Sophie Haci  #houstoncommunitycollege #shorts #economics #wearehcc,2025-05-30T16:35:30+00:00,-5,False,0,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,-9IB7ZXM49s,The Topic: English and Communications,2025-05-30T07:33:43+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,Clm6PwSAavU,"HCCTV Up To The Minute: May 29, 2025",2025-05-30T03:49:00+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,h6-t4nNa9XQ,VICEROY: Q&A part 1,2025-05-29T17:26:01+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,KvbKYgzgLmk,"HCCTV Up To The Minute: May 28, 2025",2025-05-29T03:29:11+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,gr0eENmdi5Y,Runway to the Runway – HCC Spring 2025 Fashion Show,2025-05-28T23:34:01+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,FEshD5wZ5O4,IT company TanChes Global Management teams up with HCC  #houstoncommunitycollege #shorts #wearehcc,2025-05-28T19:31:56+00:00,-5,False,0,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,KLJC9XJyJtg,HCC Physical Therapist Assistant program offers part-time option  #houstoncommunitycollege #shorts,2025-05-28T19:02:53+00:00,-5,False,0,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,pCWAOsjrGDo,HCC Alumni Success: Anna Reger,2025-05-28T16:11:25+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,4c5hikINuaw,Dear Future Me,2025-05-28T14:12:18+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,-PQ1aMooeqI,"HCCTV Up To The Minute: May 27, 2025",2025-05-28T03:31:05+00:00,1,False,1,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,mQkTG26xtDI,2025 HCC TRIO Upward Bound celebration,2025-05-27T21:44:24+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,EXdJCm8rPIE,HCC Student Success story: Meet Takia Adkins  #houstoncommunitycollege #wearehcc #shorts,2025-05-27T18:55:30+00:00,-5,False,0,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,kIdH6llRN2Y,HCC Southwest College hosts Commitment Day ceremony at West Loop Campus,2025-05-27T18:20:57+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,Tnl9Pr9qVYY,ESL Phrase of the Week: Sparkle and Sprinkle,2025-05-27T13:00:57+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,27I6KkQVPLY,ESL Phrase of the Week: Sparkle and Sprinkle,2025-05-27T11:00:04+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,U-viBXLEf9o,"HCCTV Up To The Minute: May 23, 2025",2025-05-24T03:28:25+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,m8PHdQAV1WE,Begin your journey today with the HCC Alternative Teacher Certification Program!  #shorts #wearehcc,2025-05-23T20:13:06+00:00,-5,False,0,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,b3eLbKtlkYs,Begin your journey today with the HCC Alternative Teacher Certification Program!,2025-05-23T20:12:21+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,YrYxlRAWHaw,Tips on how to avoid over-indulging during Memorial Day celebrations,2025-05-23T17:10:39+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,3RXypP-sN1E,The Topic: Landscaping,2025-05-23T07:40:43+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,kUU6A-6jTxg,"HCCTV Up To The Minute: May 22, 2025",2025-05-23T03:30:07+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,M2hy-xVo_-o,HCC Central College is home to a wealth of history  #houstoncommunitycollege #History #wearehcc,2025-05-22T16:43:04+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,nipyUH7LKxc,"HCCTV Up To The Minute: May 21, 2025",2025-05-22T03:32:10+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,C59TPl5XoFU,HCC Central Eagles Club Student Leader Awards Banquet,2025-05-21T21:43:06+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,C7Maflh6SOk,The HCC Community Learning Program has something for everyone!  #communitylearning,2025-05-21T21:19:08+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,yUIjhNrC6qU,Credentials of Value: Alfa-Hadassa Castaneda,2025-05-21T21:01:07+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,GlRHqGDqGvU,Muskaan Shahzad gives Commencement Address at HCC Spring 2025 Commencement Ceremony,2025-05-21T20:31:42+00:00,-5,False,0,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,7hCLeddWgzg,HCC to partner with Bilateral Chamber of Commerce,2025-05-21T17:05:41+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,_aQcSTbHg98,"HCCTV Up To The Minute: May 20, 2025",2025-05-21T03:29:21+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,8uxjtC0CoQ0,Did you know that HCC has a History Club?  #houstoncommunitycollege #HistoryClub #wearehcc #hcc,2025-05-20T19:47:17+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,IyzcOEaY11c,"HCCTV Up To The Minute: May 19, 2025",2025-05-20T03:33:20+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,WS-1-2P21P0,HCC Visual Arts program hosts Spring 2025 Reception for Northline Student Juried Exhibition,2025-05-19T20:17:25+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,4UuCLvMRiMk,HCC holds Spring 2025 Commencement Ceremonies at NRG Arena,2025-05-19T18:22:03+00:00,-5,False,0,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,vC7KTzk8GuY,HCC hosts annual Back to the Foodture event at Central Campus,2025-05-19T15:25:37+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,NHhNtqk7kMM,Next Reality: Future Cities event at WHI,2025-05-19T15:10:07+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,j09pHmJPb_A,History Makers: Meet HCC's first baccalaureate graduates #houstoncommunitycollege  #commencement,2025-05-19T14:55:04+00:00,-5,False,0,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,B7z8YyB-DNI,ESL Phrase of the Week: Melting Pot  #houstoncommunitycollege #englishasasecondlanguage,2025-05-19T14:00:14+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,Q0CwFwhDvnY,ESL Phrase of the Week: Melting Pot,2025-05-19T11:00:42+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,rrSeZXzintM,HCC Spring 2025 Commencement Ceremony - afternoon session,2025-05-16T23:53:01+00:00,-5,False,0,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,e6u3EG6gO1U,HCC Spring 2025 Commencement Ceremony - morning session,2025-05-16T21:25:11+00:00,-5,False,0,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,1oSp1Oe73Us,Shoot your shot  #houstoncommunitycollege #collegegraduation #commencement #basketball,2025-05-16T15:33:58+00:00,-5,False,0,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,PwaibEkklao,Hello from HCC Spring 2025 Commencement!  #collegegraduation #collegegraduates #commencement #hcc,2025-05-16T15:27:07+00:00,-5,False,0,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,ETuVQ4ZfylE,"HCCTV Up To The Minute: May 15, 2025",2025-05-16T03:30:18+00:00,-5,False,0,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,Cs6_HddxkQI,HCC Spring 2025 VAST Academy Commencement Ceremony,2025-05-15T20:26:24+00:00,-5,False,0,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,XimCkm8H5kg,So You Know: HCCTV is here for nonprofit organizations  #houstoncommunitycollege #wearehcc,2025-05-15T20:24:47+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,tWXVJXf4bZc,So You Know: HCCTV is here for nonprofit organizations,2025-05-15T20:16:52+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,P3ULIeOflFI,So You Know: HCCTV is here for nonprofit organizations  #houstoncommunitycollege #wearehcc,2025-05-15T19:49:29+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,353ZzZwCepo,So You Know: HCCTV is here for nonprofit organizations,2025-05-15T19:48:28+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,Lp9vtJUVTrE,ASL Sign Language Competition a first for HCC  #houstoncommunitycollege #americansignlanguage #hcc,2025-05-15T17:01:04+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,K78O6p25NSw,"HCCTV Up To The Minute: May 14, 2025",2025-05-15T03:28:06+00:00,-5,False,0,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,M86uqpAxxls,2025 HCC Dual Credit Graduate Celebration,2025-05-14T21:33:28+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,87J_TcdsiVU,HCC Spring 2025 TxCHSE Commencement Ceremony,2025-05-14T19:28:49+00:00,-5,False,0,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,YZT6_05rvis,HCC Southeast College hosts Commitment Day event at Eastside Campus,2025-05-14T18:37:27+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,hj1sPySoqck,First HCC cohort to graduate with Healthcare Management Bachelor of Applied Science degree #WeAreHCC,2025-05-14T17:15:48+00:00,-5,False,0,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,n9HKaxzU59E,REVEAL 2025 HCC Interior Design Portfolio Show,2025-05-14T15:31:48+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,ABhglUhfmYQ,"HCCTV Up To The Minute: May 13, 2025",2025-05-14T03:30:05+00:00,-5,False,0,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,x1CJE0pZu6I,The man behind the mascot: Swoop to graduate at HCC Spring 2025 Commencement #graduation #wearehcc,2025-05-13T18:57:57+00:00,-5,False,0,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,DUduwqpUcfk,"HCC Spring 2025 Commencement set for Friday, May 16  #houstoncommunitycollege #collegegraduation",2025-05-13T17:06:16+00:00,-5,False,0,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,0Hd9Fm_MsSM,"HCCTV Up To The Minute: May 12, 2025",2025-05-13T03:29:37+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,l7ipLSsQo2g,Explore the science of life with the HCC Biology program,2025-05-12T17:43:52+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,i-veHjvsMPk,HCC Spring 2025 VAST Academy Grads with Love,2025-05-12T15:18:55+00:00,-5,False,0,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,fuSd-OESfMU,ExxonMobil Foundation sponsors Texas A&M Engineering Academy at HCC,2025-05-12T14:40:27+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,iXq03KB9FU0,ESL Phrase of the Week: Get out of your head  #houstoncommunitycollege #esl #wearehcc,2025-05-12T14:39:11+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,6tm9wITWjik,ESL Phrase of the Week: Get out of your head,2025-05-12T11:00:18+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,UCc-SMDgPJY,HCC Spring 2025 VAST Academy Commencement Ceremony,2025-05-10T07:16:54+00:00,-5,False,0,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,CT0zcUcHdjM,HCC Spring 2025 TxCHSE Commencement Ceremony,2025-05-09T12:29:18+00:00,-5,False,0,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,9chnI6Uwajg,"HCCTV Up To The Minute: May 8, 2025",2025-05-09T03:28:45+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,hGqonLNt-aM,Get a head start on your Real Estate career with the HCC Real Estate Dual Credit program! #wearehcc,2025-05-08T20:37:49+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,WBuz511pfQI,Move Your Future Forward with HCC! (Spanish),2025-05-08T19:07:40+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,eAFaZBLVEF0,Move Your Future Forward with HCC! (Spanish),2025-05-08T19:06:33+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,bj76Xeyk604,Move Your Future Forward with HCC! (Spanish),2025-05-08T19:05:12+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,C0oE9AAmsJ8,Move Your Future Forward with HCC! (Spanish),2025-05-08T19:03:22+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,md_9iwW5P8k,The Topic: National Nurses Week,2025-05-08T19:00:39+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,Sk2JL0BixEE,Reality Club Spring 2025 Kickoff Event,2025-05-08T18:29:01+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,EVUHSH4mWic,Arts Mania - Spring 2025 Career Fair,2025-05-08T14:28:08+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,je5gZI9Gdh4,"HCCTV Up To The Minute: May 7, 2025",2025-05-08T03:29:14+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,mHX83-6QthQ,Veterans' Voice: May 2025,2025-05-07T20:16:00+00:00,-5,False,0,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,BecX7iYsjSg,Learn a new language with HCC World Languages!  #houstoncommunitycollege #wearehcc #learnalanguage,2025-05-07T18:46:17+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,u_wWNzRMjoM,"HCCTV Up To The Minute: May 6, 2025",2025-05-07T03:32:18+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,_M1AElRiRs0,HCC’s Resiliency Initiative: Protecting our future,2025-05-06T21:20:04+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,bBueO5JeaLM,Meet HCC Professor of Biology Dr. Chukwuemeka Opara #HoustonCommunityCollege #LifeSciences #Biology,2025-05-06T20:26:03+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,bZFjkaFSP9c,2025 HCC Gulf Coast Region Youth Apprenticeship Summit,2025-05-06T19:36:00+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,_I64E_Zvx18,HCC hosts Community Resource Fair at Brays Oaks Campus,2025-05-06T19:11:46+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,pdhUksJ-7ZQ,See what the Health Professions Scholarship Program has to offer  #houstoncommunitycollege #wearehcc,2025-05-05T18:30:56+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,2mjvRvJOgcg,"HCCTV Up To The Minute: May 5, 2025",2025-05-05T16:10:11+00:00,-5,False,0,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,KZFJt0w8wok,Career & Transfer Services: Meet Honors College student David Osorio,2025-05-05T15:25:26+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,kNpTxW6m4-Q,"Happy Teacher Appreciation Week! -- May 5-9, 2025",2025-05-05T12:01:20+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,Ev3rX-g9HDw,"HCCTV Up To The Minute: May 1, 2025",2025-05-02T03:25:44+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,DsJu3l1Upn4,HCC partners with Lennar Foundation to establish workforce training program #houstoncommunitycollege,2025-05-01T21:07:31+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,vCBi5n_qVfg,HCC Northeast College hosts Community Fair at Northline Campus,2025-05-01T18:38:28+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,LohjJqrd4Es,Move Your Future Forward with HCC!,2025-05-01T14:10:00+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,EPUZPEhEUzQ,Move Your Future Forward with HCC!,2025-05-01T14:06:00+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,oeWGB1XG3rE,Move Your Future Forward with HCC!,2025-05-01T14:05:02+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,trGBb4OcmBI,Move Your Future Forward with HCC!,2025-05-01T14:01:19+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,BIzPaT8FZjM,"Don't miss the HCC Spring Fashion Show “Runway to the Runway"" on May 2  #houstoncommunitycollege",2025-04-30T16:50:14+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,4P_KfIpC3TE,"HCCTV Up To The Minute: April 30, 2025",2025-04-30T16:19:24+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,K1bEmx7deGk,HCC Coleman College for Health Sciences becomes “Coleman Hospital” for Simulation Day,2025-04-30T14:37:27+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,pu3H3YwJCv0,"HCCTV Up To The Minute: April 29, 2025",2025-04-30T03:29:19+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,5LNG9EOQDSw,"HCC Medical Lab Tech Program Director: ""I'm very proud of our students""  #houstoncommunitycollege",2025-04-29T17:00:10+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,sa7jduDEcvE,HCC hosts GCIC Juried Student and Alumni Art Gallery Exhibition at Stafford Campus,2025-04-29T16:16:17+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,c0TL4vmAgLg,HCC hosts Spring 2025 AI & Robotics Bachelor of Applied Technology Commitment Day,2025-04-29T14:36:43+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,rzaK0yxTkZc,"HCCTV Up To The Minute: April 28, 2025",2025-04-29T03:30:36+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,P7k7LOHu198,"""Get With the Culture"" set for April 29 at HCC Alief Bissonnet Campus  #houstoncommunitycollege #hcc",2025-04-28T18:23:59+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,9DL0bPqM4tg,"HCCTV Up To The Minute: April 25, 2025",2025-04-26T03:29:34+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,dVe9uGNtUJU,HCC Visual Arts program hosts faculty reception for Luis Sandoval Exhibition,2025-04-25T21:27:05+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,MmGHwjV08Mc,Empower your future with HCC's Electrical Technology program  #houstoncommunitycollege #electrical,2025-04-25T20:13:00+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,ydYE_ZbNHfw,HCC ESL program hosts annual Culture Festival,2025-04-25T19:30:18+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,zjKHJHzdqms,HCC Visual Arts program hosts reception for Spring 2025 Southeast Juried Student Exhibition,2025-04-25T16:57:53+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,rnUoB7ddvnA,"HCCTV Up To The Minute: April 24, 2025",2025-04-25T03:29:58+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,8r7UnYmnA3g,The Topic: Grants - Commercial Truck Driving,2025-04-24T20:13:32+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,TnF-o5HYv3Y,"Goldman Sachs 10,000 Small Businesses Alumni Stories of Impact",2025-04-24T16:57:30+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,ubOz068owfQ,HCC Creative Writing Club to host publication party for student magazine 'Vocable' on April 26 #hcc,2025-04-24T16:55:34+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,rMKi0uyRytM,HCC Staff Senate is accepting nominations  #houstoncommunitycollege,2025-04-23T16:46:44+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,2PrSeh56EwM,"HCCTV Up To The Minute: April 23, 2025",2025-04-23T16:01:40+00:00,1,False,1,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,kFcNApMb3Nw,"HCCTV Up To The Minute: April 22, 2025",2025-04-23T03:33:37+00:00,-5,False,3,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,KySlvO_zccw,HCC VAST Academy scholar Lauryn Huffman shines  #houstoncommunitycollege #VASTAcademy #wearehcc #hcc,2025-04-22T16:55:35+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,l_7Ac5LWNms,"HCCTV Up To The Minute: April 21, 2025",2025-04-22T03:32:28+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,U-JeNVi3xCc,HCC Career & Transfer Services department hosts Spring Transfer Fair at HCC Coleman College,2025-04-21T19:36:02+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,mhw_VSHo1Ik,2025 HCC Alumni Association Spring Networking Social,2025-04-21T19:20:46+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,lcX5_XfhtDk,HCC Hidden Gem Music Fest set for May 3 at Spring Branch Campus  #houstoncommunitycollege #wearehcc,2025-04-21T18:35:41+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,6p-H2GzxfDs,The Topic – Banking Basics with PrimeWay FCU,2025-04-18T07:32:40+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,j-CDbOh728s,HCC Alumni Affairs hosts Résumé Writing event at HCC Central Campus,2025-04-17T19:11:16+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,GbE26IDEovE,"HCCTV Up To The Minute: April 17, 2025",2025-04-17T16:58:21+00:00,-5,False,0,True,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,0bDGwMkRzi0,"HCCTV Up To The Minute: April 16, 2025",2025-04-17T03:28:17+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,0rLl5VSTs80,Credentials of Value: Dominique Davis,2025-04-16T21:00:01+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,TANhJ-rWeaM,2025 National Conference on Artificial Intelligence - Day 3,2025-04-16T19:12:48+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,aVUlwZx0efs,2025 National Conference on Artificial Intelligence - Day 2,2025-04-16T19:06:39+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,ZxkVe0tqDug,2025 National Conference on Artificial Intelligence - Day 1,2025-04-16T18:45:37+00:00,0,False,0,False,below_min_score
Houston City College,UCwHm1fTMp6kfNN9owU62LYQ,62VWNAWZNxU,Spring Dog Show set for April 17 at West Houston Institute #dogshow #houstoncommunitycollege #hcc,2025-04-16T16:50:20+00:00,0,False,0,False,below_min_score
