college,videoId,url,title,failure_reason
Central Texas College,33jdG0pDRRs,https://www.youtube.com/watch?v=33jdG0pDRRs,Central Texas College Board of Trustees September Meeting (09/23/25),No captions available
El Paso Community College,kU6mKGoWkSk,https://www.youtube.com/watch?v=kU6mKGoWkSk,"EPCC Special Board of Trustees Meeting: August 29, 2025",No captions available
Central Texas College,vNgLIg1LzEw,https://www.youtube.com/watch?v=vNgLIg1LzEw,Central Texas College Board of Trustees August Special Meeting &amp; Workshop (08/12/25),No captions available
Central Texas College,0M-pZNWSJ5w,https://www.youtube.com/watch?v=0M-pZNWSJ5w,Central Texas College Board of Trustees July Meeting (07/29/25),No captions available
Central Texas College,XK5TwTCUSWM,https://www.youtube.com/watch?v=XK5TwTCUSWM,Central Texas College Board of Trustees June Meeting (06/24/25),No captions available
Central Texas College,kPb6SZcWoNA,https://www.youtube.com/watch?v=kPb6SZcWoNA,Central Texas College Board of Trustees June Workshop (06/17/25),No captions available
