college,videoId,url,title,failure_reason,error_details
Central Texas College,33jdG0pDRRs,https://www.youtube.com/watch?v=33jdG0pDRRs,Central Texas College Board of Trustees September Meeting (09/23/25),upcoming_live,live event not started
