school,videoId,input_file,failure_reason,error_details
central_texas_college,LSSYVOqcVv4,C:\Projects\BM_Full_Pipeline\captions\central_texas_college\raw\LSSYVOqcVv4.vtt,processing_failed,Pure text too short
